x,y,width,height,result
0.2908654,0.375,0.1298077,0.1225962,48
0.2475962,0.4350961,0.1466346,0.1298077,53
0.4831731,0.1105769,0.07932692,0.2235577,19
0.3052885,0.2283654,0.1274038,0.1658654,11
0.7331731,0.6370192,0.1322115,0.1442308,54
0.9110577,0.6610577,0.1923077,0.1610577,29
0.2860577,0.1225962,0.1322115,0.1923077,31
0.5048077,0.3245192,0.07932692,0.1610577,19
0.7884616,0.1899038,0.1490385,0.1586538,37
0.2067308,0.2043269,0.1514423,0.1634615,31
0.8701923,0.7764423,0.1754808,0.1754808,34
0.6538461,0.2788461,0.1153846,0.1490385,57
0.3677885,0.2620192,0.1105769,0.1682692,51
0.40625,0.1586538,0.09375,0.1875,4
0.8341346,0.2163462,0.1634615,0.1730769,23
0.7764423,0.5480769,0.1514423,0.09615385,45
0.5024039,0.0889423,0.08413462,0.1899038,39
0.3581731,0.8293269,0.1129808,0.1995192,18
0.4903846,0.4951923,0.08413462,0.08653846,61
0.5336539,0.7884616,0.08173077,0.1995192,42
0.4182692,0.21875,0.09375,0.1971154,44
0.2788461,0.3581731,0.1322115,0.1322115,48
0.3846154,0.9423077,0.1009615,0.2403846,38
0.2836539,0.3942308,0.1298077,0.1225962,48
0.1490385,0.6971154,0.1754808,0.1586538,7
0.7788461,0.2283654,0.15625,0.1947115,3
0.7836539,0.6802884,0.1466346,0.1322115,14
0.4567308,0.9110577,0.08173077,0.21875,2
0.3629808,0.7163461,0.1129808,0.1538462,46
0.5408654,0.78125,0.07932692,0.1514423,42
0.9302884,0.5,0.1899038,0.08653846,25
0.7259616,0.4254808,0.1322115,0.09134615,12
0.4134615,0.4615385,0.09375,0.1033654,8
0.34375,0.5048077,0.1129808,0.1201923,10
0.4639423,0.08653846,0.07692308,0.2115385,39
0.6009616,0.7355769,0.09615385,0.1586538,56
0.2932692,0.3221154,0.1274038,0.1274038,48
0.4254808,0.6274039,0.08653846,0.1057692,6
0.6322116,0.8004808,0.1033654,0.1514423,16
0.3485577,0.1778846,0.1129808,0.1971154,4
0.1875,0.2235577,0.1634615,0.1802885,28
0.8341346,0.2211538,0.1658654,0.1850962,23
0.7019231,0.6610577,0.1274038,0.1442308,54
0.3197115,0.7235577,0.1177885,0.1682692,46
0.2932692,0.6033654,0.1274038,0.1322115,7
0.5769231,0.2235577,0.0889423,0.1947115,40
0.5,0.5,0.08413462,0.08653846,60
0.9278846,0.65625,0.1875,0.1346154,29
0.9086539,0.6298077,0.1923077,0.1466346,29
0.3413461,0.9014423,0.1201923,0.2115385,38
0.5120192,0.53125,0.07932692,0.1322115,61
0.5745192,0.6754808,0.09615385,0.1394231,16
0.6706731,0.2043269,0.1201923,0.1610577,17
0.6009616,0.2091346,0.1033654,0.1658654,0
0.4350961,0.1610577,0.09375,0.1899038,4
0.2788461,0.53125,0.1322115,0.08653846,10
0.3798077,0.09615385,0.1081731,0.1899038,24
0.875,0.75,0.1778846,0.1634615,34
0.7572116,0.7548077,0.1466346,0.1899038,14
0.8701923,0.4759615,0.1706731,0.09615385,5
0.5120192,0.8677884,0.08173077,0.1778846,2
0.6826923,0.3028846,0.1274038,0.1418269,57
0.3052885,0.7067308,0.1274038,0.15625,55
0.4134615,0.8028846,0.09375,0.1682692,18
0.2475962,0.8389423,0.1418269,0.2043269,6
0.5432692,0.08653846,0.08653846,0.2139423,39
0.1634615,0.7307692,0.1658654,0.1802885,35
0.7091346,0.1442308,0.1346154,0.21875,37
0.2572115,0.3942308,0.1442308,0.1201923,53
0.5216346,0.2548077,0.08653846,0.1538462,59
0.5985577,0.1105769,0.09615385,0.2091346,20
0.9134616,0.4038461,0.1899038,0.1057692,32
0.4927885,0.2067308,0.08653846,0.2043269,59
0.6610577,0.25,0.1201923,0.1802885,57
0.08413462,0.3677885,0.1923077,0.1298077,33
0.2548077,0.4975961,0.1346154,0.1033654,50
0.2548077,0.3966346,0.1370192,0.1057692,53
0.2644231,0.6346154,0.1322115,0.1298077,47
0.7836539,0.2572115,0.1538462,0.1442308,3
0.4591346,0.7644231,0.08413462,0.1490385,58
0.1706731,0.2692308,0.1658654,0.1802885,28
0.5841346,0.2403846,0.09615385,0.1634615,40
0.1370192,0.7043269,0.1730769,0.1658654,35
0.5360577,0.6057692,0.07932692,0.1201923,16
0.7139423,0.3149039,0.1322115,0.1634615,43
0.3653846,0.7403846,0.1033654,0.1706731,46
0.3605769,0.8990384,0.1129808,0.1923077,38
0.5913461,0.2908654,0.09375,0.1298077,0
0.3798077,0.7668269,0.1033654,0.1778846,46
0.6490384,0.4855769,0.1081731,0.1201923,12
0.8701923,0.5841346,0.1754808,0.1346154,9
0.75,0.2668269,0.1370192,0.1346154,3
0.7620192,0.5528846,0.1466346,0.1153846,45
0.5961539,0.8918269,0.09615385,0.21875,36
0.6177884,0.0673077,0.1057692,0.2379808,20
0.7548077,0.1706731,0.1418269,0.1778846,37
0.6346154,0.7740384,0.1033654,0.1490385,16
0.1466346,0.5120192,0.1730769,0.09134615,10
0.2956731,0.5024039,0.1274038,0.1298077,10
0.8990384,0.4807692,0.1850962,0.125,5
0.3461539,0.2524039,0.1153846,0.1826923,51
0.8269231,0.6802884,0.1658654,0.1418269,14
0.7235577,0.6899039,0.1370192,0.1682692,54
0.4711539,0.5408654,0.08653846,0.1105769,6
0.5961539,0.09615385,0.09375,0.2043269,20
0.4639423,0.2307692,0.08413462,0.1826923,59
0.3533654,0.2572115,0.1057692,0.1610577,51
0.3485577,0.5504808,0.1177885,0.1370192,7
0.7788461,0.5456731,0.1514423,0.1009615,45
0.4399039,0.6322116,0.09134615,0.1490385,6
0.4158654,0.6129808,0.09375,0.1225962,6
0.1778846,0.2115385,0.1634615,0.1802885,28
0.6826923,0.1730769,0.125,0.1850962,17
0.1274038,0.3076923,0.1730769,0.1298077,28
0.3509615,0.7211539,0.1153846,0.1634615,46
0.4254808,0.7427884,0.09375,0.1826923,58
0.0673077,0.5504808,0.1947115,0.1057692,30
0.3798077,0.7331731,0.1033654,0.1418269,46
0.5985577,0.9471154,0.09615385,0.2403846,36
0.6947116,0.2836539,0.1298077,0.1754808,57
0.7668269,0.8365384,0.1514423,0.2115385,21
0.5024039,0.1033654,0.08413462,0.2163462,39
0.5288461,0.7668269,0.08653846,0.1802885,42
0.3173077,0.3125,0.1201923,0.1538462,51
0.3341346,0.7475961,0.1201923,0.1610577,6
0.9254808,0.6033654,0.1923077,0.1274038,29
0.7403846,0.65625,0.1322115,0.1105769,54
0.08413462,0.4495192,0.1850962,0.1153846,33
0.6923077,0.8774039,0.1274038,0.2235577,36
0.59375,0.2403846,0.09615385,0.1802885,40
0.7355769,0.3798077,0.1418269,0.1225962,52
0.3245192,0.7115384,0.1201923,0.1418269,46
0.7115384,0.3581731,0.1322115,0.1129808,43
0.1778846,0.4134615,0.1586538,0.1346154,13
0.625,0.9134616,0.1009615,0.1947115,36
0.4399039,0.2163462,0.08653846,0.1802885,44
0.2355769,0.5168269,0.1466346,0.08413462,50
0.7524039,0.6466346,0.1442308,0.15625,49
0.1538462,0.7572116,0.1706731,0.1634615,35
0.3221154,0.7139423,0.1153846,0.1538462,46
0.1826923,0.4254808,0.1610577,0.1274038,13
0.08173077,0.4951923,0.1875,0.1081731,30
0.8076923,0.7596154,0.1586538,0.1610577,14
0.4423077,0.5288461,0.08413462,0.09375,7
0.2091346,0.7475961,0.15625,0.1875,15
0.5673077,0.2427885,0.08413462,0.1394231,40
0.5384616,0.1538462,0.08173077,0.1778846,19
0.5673077,0.7307692,0.09134615,0.1778846,56
0.7836539,0.3677885,0.1490385,0.1201923,12
0.5072116,0.6754808,0.07932692,0.1514423,2
0.4783654,0.9375,0.07932692,0.2139423,22
0.2860577,0.6394231,0.1274038,0.1201923,55
0.8870192,0.5889423,0.1778846,0.1346154,9
0.1923077,0.78125,0.1538462,0.1490385,35
0.6923077,0.4855769,0.1274038,0.09615385,5
0.4735577,0.7355769,0.07451923,0.1778846,42
0.6466346,0.8725961,0.1129808,0.21875,16
0.4302885,0.3125,0.09375,0.1706731,4
0.4110577,0.75,0.09134615,0.1682692,58
0.7211539,0.3461539,0.1322115,0.1274038,43
0.3846154,0.3725961,0.1081731,0.1370192,11
0.2884615,0.1899038,0.1322115,0.1706731,11
0.4254808,0.8798077,0.0889423,0.2163462,18
0.1322115,0.71875,0.1778846,0.1658654,27
0.5456731,0.7235577,0.08653846,0.15625,2
0.3341346,0.3197115,0.1177885,0.1658654,51
0.6875,0.1418269,0.125,0.2091346,17
0.8581731,0.25,0.1706731,0.1418269,23
0.5985577,0.07451923,0.09615385,0.2307692,20
0.1274038,0.3004808,0.1730769,0.1298077,28
0.2884615,0.7620192,0.1298077,0.1466346,6
0.8076923,0.8028846,0.1586538,0.1610577,21
0.6730769,0.6057692,0.1177885,0.0985577,14
0.7379808,0.7235577,0.1418269,0.1754808,1
0.4423077,0.2379808,0.0889423,0.1586538,44
0.5673077,0.2379808,0.09375,0.1514423,40
0.9086539,0.3533654,0.1826923,0.1129808,32
0.5552884,0.1370192,0.0889423,0.2115385,19
0.3629808,0.7355769,0.1081731,0.1370192,46
0.2139423,0.5625,0.1514423,0.1177885,10
0.4711539,0.08173077,0.07692308,0.1971154,39
0.5216346,0.2019231,0.08653846,0.1826923,19
0.9134616,0.7019231,0.1923077,0.1754808,29
0.4302885,0.5456731,0.09375,0.1298077,15
0.4399039,0.07211538,0.0889423,0.2067308,39
0.5841346,0.7211539,0.09375,0.1346154,16
0.8822116,0.7235577,0.1754808,0.1322115,34
0.5216346,0.2211538,0.08653846,0.1802885,59
0.6706731,0.8677884,0.1177885,0.1971154,16
0.1466346,0.7692308,0.1754808,0.1947115,35
0.7692308,0.8317308,0.1442308,0.1971154,1
0.3942308,0.6418269,0.1009615,0.1442308,6
0.5769231,0.7259616,0.09134615,0.1778846,56
0.7524039,0.6225961,0.1442308,0.1129808,49
0.3846154,0.2043269,0.1033654,0.1971154,4
0.7067308,0.8966346,0.1225962,0.1947115,36
0.8461539,0.2307692,0.1634615,0.1658654,23
0.3798077,0.7139423,0.0985577,0.1514423,46
0.34375,0.2644231,0.1105769,0.15625,51
0.3004808,0.7331731,0.1298077,0.15625,6
0.7548077,0.8293269,0.1418269,0.1682692,1
0.3365385,0.2572115,0.1129808,0.1778846,51
0.8557692,0.6081731,0.1754808,0.1370192,9
0.4831731,0.8004808,0.08653846,0.2043269,42
0.5072116,0.2211538,0.08413462,0.1658654,19
0.6875,0.7043269,0.1274038,0.1370192,41
0.3894231,0.6225961,0.1033654,0.1298077,15
0.1201923,0.4350961,0.1826923,0.1081731,13
0.6802884,0.1009615,0.1177885,0.1850962,20
0.4134615,0.2836539,0.09615385,0.1610577,4
0.71875,0.8629808,0.1274038,0.2139423,21
0.3028846,0.3004808,0.125,0.1610577,48
0.8509616,0.6105769,0.1754808,0.1394231,9
0.3894231,0.4134615,0.0985577,0.1322115,8
0.4975961,0.78125,0.07692308,0.1658654,42
0.2620192,0.4134615,0.1370192,0.1346154,53
0.1322115,0.28125,0.1730769,0.1370192,28
0.6129808,0.08173077,0.0985577,0.1947115,20
0.8581731,0.7956731,0.1682692,0.1923077,34
0.4375,0.6346154,0.09134615,0.1514423,18
0.6298077,0.6971154,0.1105769,0.1634615,1
0.5192308,0.09615385,0.07932692,0.1875,19
0.6033654,0.28125,0.1009615,0.1706731,40
0.3052885,0.8966346,0.1274038,0.2163462,26
0.5625,0.08173077,0.08413462,0.2043269,39
0.2788461,0.6057692,0.1298077,0.1225962,47
0.25,0.8485577,0.1442308,0.1947115,26
0.5841346,0.1057692,0.09375,0.2067308,20
0.7235577,0.6610577,0.1298077,0.1490385,54
0.1105769,0.3149039,0.1850962,0.1610577,33
0.3942308,0.0673077,0.1009615,0.2067308,24
0.5096154,0.3149039,0.07451923,0.1442308,19
0.2331731,0.8197116,0.1466346,0.1850962,26
0.9399039,0.4447115,0.1947115,0.1105769,25
0.2692308,0.4206731,0.1394231,0.1274038,53
0.4086539,0.7403846,0.0985577,0.1778846,58
0.7427884,0.6322116,0.1394231,0.1514423,54
0.4278846,0.4831731,0.0889423,0.125,8
0.2548077,0.4350961,0.1418269,0.1057692,53
0.6322116,0.90625,0.1057692,0.1850962,36
0.5192308,0.07451923,0.07932692,0.1947115,39
0.2692308,0.3798077,0.1394231,0.1442308,48
0.4879808,0.5096154,0.08653846,0.1105769,61
0.3245192,0.5504808,0.1225962,0.1129808,7
0.4903846,0.4855769,0.07692308,0.07932692,61
0.3990385,0.1129808,0.1009615,0.2091346,24
0.4399039,0.3557692,0.08653846,0.1538462,4
0.6466346,0.7211539,0.1153846,0.1706731,41
0.2740385,0.6730769,0.1322115,0.1442308,55
0.3870192,0.2740385,0.1033654,0.1802885,44
0.2211538,0.6298077,0.1466346,0.1346154,7
0.5072116,0.5504808,0.08173077,0.1322115,61
0.7620192,0.4735577,0.1394231,0.1225962,52
0.8076923,0.3052885,0.15625,0.1322115,3
0.3293269,0.3076923,0.1201923,0.1466346,51
0.2932692,0.6802884,0.125,0.1370192,55
0.3629808,0.2932692,0.1129808,0.1586538,51
0.1778846,0.7572116,0.1682692,0.1826923,15
0.8125,0.2884615,0.1634615,0.1418269,3
0.7259616,0.3653846,0.1322115,0.1418269,43
0.5,0.3653846,0.08173077,0.1225962,19
0.3100961,0.3485577,0.125,0.1490385,48
0.40625,0.0985577,0.09134615,0.2019231,24
0.07692308,0.5432692,0.1850962,0.0889423,30
0.6057692,0.1033654,0.1009615,0.1995192,20
0.375,0.6129808,0.1009615,0.1225962,15
0.4831731,0.2548077,0.07932692,0.1514423,59
0.2956731,0.3293269,0.1322115,0.1346154,48
0.5817308,0.08173077,0.09134615,0.1995192,20
0.6153846,0.3052885,0.0985577,0.1322115,17
0.3798077,0.2932692,0.1009615,0.1346154,11
0.6177884,0.7932692,0.1033654,0.1610577,16
0.4807692,0.6274039,0.08413462,0.1466346,18
0.7620192,0.3293269,0.1418269,0.1538462,3
0.6177884,0.8990384,0.1033654,0.2043269,16
0.5673077,0.2548077,0.0889423,0.1778846,40
0.1009615,0.6466346,0.1875,0.1177885,27
0.2716346,0.3509615,0.1394231,0.1322115,48
0.2716346,0.6322116,0.1370192,0.1225962,47
0.2836539,0.2668269,0.1346154,0.1730769,11
0.07451923,0.4567308,0.1899038,0.1129808,30
0.5096154,0.3894231,0.07692308,0.1274038,19
0.6322116,0.7524039,0.1081731,0.1610577,56
0.7091346,0.1298077,0.125,0.1947115,37
0.7259616,0.6225961,0.1370192,0.1274038,54
0.7115384,0.1177885,0.1274038,0.1923077,37
0.5649039,0.2379808,0.09134615,0.1538462,40
0.5504808,0.2211538,0.0889423,0.1706731,40
0.08653846,0.5024039,0.1826923,0.07932692,30
0.6730769,0.3822115,0.1201923,0.1153846,3
0.4951923,0.1826923,0.08413462,0.1850962,19
0.7139423,0.7908654,0.1322115,0.1899038,1
0.7788461,0.2644231,0.1490385,0.1802885,3
0.2716346,0.1129808,0.1298077,0.2043269,31
0.65625,0.7572116,0.1153846,0.1802885,41
0.3653846,0.9206731,0.1057692,0.2019231,38
0.4447115,0.5865384,0.08173077,0.1274038,6
0.7067308,0.1442308,0.1346154,0.2235577,37
0.2980769,0.6153846,0.125,0.1274038,15
0.6826923,0.8942308,0.1177885,0.1826923,36
0.3004808,0.2331731,0.1274038,0.1610577,11
0.4543269,0.6899039,0.08173077,0.1442308,18
0.8701923,0.75,0.1778846,0.1658654,34
0.6754808,0.7163461,0.1177885,0.1466346,41
0.7475961,0.3798077,0.1442308,0.1418269,43
0.4519231,0.07451923,0.08413462,0.2115385,39
0.4399039,0.6826923,0.08413462,0.1586538,18
0.5889423,0.7668269,0.0985577,0.1658654,56
0.4230769,0.9038461,0.0889423,0.1947115,18
0.78125,0.4831731,0.1514423,0.09134615,45
0.5360577,0.5144231,0.08173077,0.1081731,60
0.4807692,0.7596154,0.08173077,0.1658654,42
0.4663461,0.4326923,0.07692308,0.1298077,11
0.4014423,0.9038461,0.09375,0.1850962,38
0.6153846,0.9326923,0.1081731,0.2211538,36
0.1298077,0.2764423,0.1754808,0.1442308,28
0.7932692,0.3894231,0.15625,0.1153846,12
0.4278846,0.2716346,0.09375,0.1634615,44
0.6778846,0.7043269,0.1225962,0.1586538,41
0.3197115,0.1177885,0.1177885,0.1802885,24
0.4326923,0.08653846,0.0889423,0.1923077,39
0.7139423,0.6610577,0.125,0.1105769,54
0.8942308,0.65625,0.1802885,0.1225962,29
0.1706731,0.7235577,0.1634615,0.1610577,15
0.4855769,0.75,0.08413462,0.1754808,2
0.7115384,0.28125,0.1298077,0.1370192,17
0.3197115,0.7019231,0.1201923,0.1274038,46
0.9134616,0.3870192,0.1947115,0.1514423,32
0.25,0.5552884,0.1394231,0.1033654,47
0.9375,0.5552884,0.1947115,0.09375,25
0.9158654,0.6346154,0.1923077,0.1322115,29
0.7043269,0.3197115,0.1322115,0.1394231,43
0.7259616,0.59375,0.1346154,0.1009615,9
0.4567308,0.9110577,0.08173077,0.2043269,22
0.6129808,0.6610577,0.1033654,0.1442308,1
0.8269231,0.7740384,0.1634615,0.1514423,34
0.1033654,0.4302885,0.1850962,0.1009615,33
0.08413462,0.5504808,0.1923077,0.1177885,30
0.5480769,0.75,0.08653846,0.1778846,42
0.5697116,0.8846154,0.08653846,0.1802885,2
0.2283654,0.8389423,0.1418269,0.1610577,26
0.7475961,0.2331731,0.1442308,0.1754808,17
0.3918269,0.06009615,0.1033654,0.2331731,24
0.4326923,0.7451923,0.09375,0.1730769,58
0.7427884,0.46875,0.1346154,0.1201923,5
0.6610577,0.7403846,0.1177885,0.15625,41
0.2548077,0.5168269,0.1394231,0.0889423,50
0.375,0.7596154,0.1057692,0.1778846,46
0.7524039,0.6105769,0.1394231,0.1418269,54
0.1201923,0.4519231,0.1754808,0.0889423,10
0.6274039,0.2067308,0.1057692,0.1586538,0
0.7620192,0.1538462,0.1442308,0.1682692,37
0.3197115,0.0889423,0.1225962,0.2259615,24
0.6706731,0.2836539,0.1225962,0.1802885,57
0.2716346,0.1514423,0.1394231,0.2163462,31
0.2067308,0.2211538,0.1586538,0.1875,31
0.875,0.5913461,0.1826923,0.125,9
0.5576923,0.2163462,0.08653846,0.1899038,40
0.9278846,0.4326923,0.1875,0.09615385,25
0.3942308,0.2692308,0.1033654,0.1490385,44
0.4110577,0.7355769,0.09134615,0.1418269,58
0.1754808,0.6466346,0.1610577,0.1394231,7
0.5961539,0.6057692,0.09615385,0.125,14
0.9278846,0.4447115,0.1899038,0.1009615,25
0.7740384,0.4615385,0.1466346,0.1225962,52
0.4086539,0.0985577,0.0985577,0.2283654,24
0.8701923,0.7524039,0.1778846,0.1658654,34
0.8942308,0.6466346,0.1802885,0.1466346,29
0.9326923,0.4302885,0.1971154,0.1298077,32
0.78125,0.5264423,0.1538462,0.1370192,45
0.1538462,0.2764423,0.1730769,0.15625,28
0.7091346,0.6682692,0.1346154,0.1634615,54
0.7668269,0.5120192,0.1514423,0.1009615,45
0.7668269,0.5841346,0.1442308,0.1129808,49
0.8966346,0.4326923,0.1850962,0.09615385,5
0.7259616,0.1514423,0.1322115,0.2067308,37
0.625,0.8942308,0.1057692,0.1971154,36
0.1730769,0.3149039,0.1658654,0.1394231,8
0.3798077,0.8365384,0.1081731,0.2091346,18
0.3509615,0.3990385,0.1153846,0.1322115,8
0.9423077,0.4807692,0.2019231,0.1225962,25
0.8461539,0.6105769,0.1730769,0.1466346,9
0.2860577,0.5985577,0.1298077,0.125,7
0.4927885,0.6346154,0.07932692,0.1177885,2
0.6754808,0.9134616,0.1201923,0.2067308,36
0.7908654,0.5769231,0.1538462,0.09375,9
0.1730769,0.2139423,0.1634615,0.1754808,28
0.4855769,0.4951923,0.08413462,0.1081731,61
0.2740385,0.4591346,0.1394231,0.1394231,10
0.5288461,0.2764423,0.07932692,0.1538462,19
0.4975961,0.5264423,0.08413462,0.1009615,60
0.6995192,0.8774039,0.125,0.1971154,36
0.6201923,0.9278846,0.1009615,0.2067308,36
0.2596154,0.6153846,0.1370192,0.1322115,47
0.08653846,0.4591346,0.1850962,0.08413462,30
0.8173077,0.8004808,0.1634615,0.1706731,34
0.3317308,0.6850961,0.1225962,0.1466346,46
0.40625,0.4230769,0.09615385,0.09375,8
0.6538461,0.125,0.1129808,0.2091346,20
0.2067308,0.1923077,0.1514423,0.1850962,31
0.2524039,0.3822115,0.1442308,0.1370192,53
0.5600961,0.2548077,0.08413462,0.1466346,40
0.9302884,0.4206731,0.1971154,0.1346154,32
0.3653846,0.1129808,0.1081731,0.1826923,24
0.6899039,0.3317308,0.1274038,0.1586538,43
0.3389423,0.7043269,0.1129808,0.1538462,46
0.34375,0.9014423,0.1153846,0.21875,38
0.2884615,0.6778846,0.1346154,0.1586538,55
0.8221154,0.4855769,0.1658654,0.1322115,5
0.8004808,0.7307692,0.1586538,0.1706731,14
0.2548077,0.5625,0.1442308,0.1394231,47
0.6346154,0.9302884,0.1057692,0.2379808,36
0.5576923,0.9615384,0.08653846,0.2379808,22
0.4879808,0.5384616,0.07692308,0.1033654,61
0.4038461,0.3918269,0.0985577,0.1346154,8
0.1442308,0.7427884,0.1778846,0.1875,35
0.3221154,0.2716346,0.1177885,0.1658654,51
0.1538462,0.2668269,0.1682692,0.1538462,28
0.7980769,0.2355769,0.15625,0.15625,3
0.8509616,0.46875,0.1682692,0.1274038,5
0.6057692,0.28125,0.09615385,0.1706731,40
0.1394231,0.3221154,0.1778846,0.1634615,28
0.2427885,0.5552884,0.1442308,0.09615385,50
0.2451923,0.8509616,0.1442308,0.1971154,26
0.8052884,0.5961539,0.1610577,0.1346154,9
0.09615385,0.5336539,0.1850962,0.1274038,30
0.1322115,0.2740385,0.1730769,0.1394231,28
0.3485577,0.2836539,0.1129808,0.1322115,51
0.4110577,0.1899038,0.09375,0.2043269,4
0.4735577,0.6370192,0.08413462,0.1466346,18
0.1947115,0.4038461,0.1586538,0.1129808,13
0.2668269,0.4014423,0.1418269,0.1394231,48
0.9230769,0.4735577,0.1875,0.1105769,25
0.1418269,0.7379808,0.1706731,0.1610577,35
0.2475962,0.8581731,0.1394231,0.2019231,26
0.1754808,0.3293269,0.1682692,0.1586538,8
0.3197115,0.3533654,0.1177885,0.1490385,8
0.3966346,0.2740385,0.1033654,0.1658654,44
0.8341346,0.2211538,0.1634615,0.15625,23
0.59375,0.08653846,0.09615385,0.1971154,20
0.7980769,0.1826923,0.1514423,0.1634615,37
0.3100961,0.3990385,0.1201923,0.0985577,8
0.9423077,0.4831731,0.1971154,0.1105769,25
0.7235577,0.4158654,0.1322115,0.0985577,12
0.7403846,0.5961539,0.1442308,0.1346154,9
0.2956731,0.3413461,0.1274038,0.1153846,48
0.6225961,0.7355769,0.1009615,0.1778846,56
0.6610577,0.7451923,0.1177885,0.1538462,41
0.5072116,0.6370192,0.08413462,0.1346154,2
0.9254808,0.5408654,0.1875,0.0985577,25
0.2620192,0.78125,0.1394231,0.1850962,6
0.3100961,0.1995192,0.1201923,0.1947115,11
0.3317308,0.8677884,0.1177885,0.2211538,38
0.9014423,0.3581731,0.1826923,0.1394231,32
0.3677885,0.4951923,0.1129808,0.1322115,13
0.7139423,0.1370192,0.1322115,0.1899038,37
0.2620192,0.1490385,0.1370192,0.1826923,31
0.9302884,0.65625,0.1971154,0.15625,29
0.9350961,0.6225961,0.1947115,0.1225962,29
0.2211538,0.2283654,0.1514423,0.1923077,31
0.59375,0.8629808,0.09615385,0.1778846,16
0.8894231,0.7259616,0.1778846,0.1490385,34
0.1394231,0.3269231,0.1730769,0.1298077,13
0.6923077,0.7283654,0.1225962,0.1346154,1
0.4495192,0.8485577,0.0889423,0.2019231,18
0.2692308,0.4447115,0.1370192,0.09134615,13
0.5721154,0.7668269,0.09375,0.1586538,56
0.5504808,0.9495192,0.08413462,0.2139423,22
0.3149039,0.6850961,0.1177885,0.1201923,55
0.5456731,0.7596154,0.07932692,0.1778846,42
0.07451923,0.4519231,0.1899038,0.1177885,30
0.4783654,0.1033654,0.08413462,0.2235577,39
0.6346154,0.09615385,0.1105769,0.1947115,20
0.5552884,0.7716346,0.08653846,0.1538462,42
0.2403846,0.5769231,0.1394231,0.09615385,47
0.6754808,0.6995192,0.1153846,0.125,41
0.9423077,0.5576923,0.1923077,0.0889423,25
0.4206731,0.9038461,0.09375,0.2331731,18
0.09375,0.5625,0.1875,0.1081731,30
0.08653846,0.5961539,0.1875,0.1009615,27
0.4495192,0.1971154,0.08413462,0.1778846,19
0.4879808,0.9302884,0.08413462,0.1995192,22
0.2908654,0.1634615,0.125,0.1923077,31
0.625,0.2764423,0.1081731,0.1610577,40
0.3004808,0.7115384,0.1298077,0.1802885,6
0.5384616,0.9519231,0.07932692,0.2427885,22
0.06490385,0.46875,0.1923077,0.1081731,30
0.6899039,0.8365384,0.1274038,0.2115385,16
0.8076923,0.2067308,0.15625,0.1706731,23
0.5144231,0.6322116,0.07451923,0.1322115,2
0.8413461,0.8004808,0.1706731,0.1971154,34
0.3822115,0.6538461,0.1081731,0.1370192,6
0.1009615,0.34375,0.1826923,0.1346154,33
0.3966346,0.7548077,0.09615385,0.1682692,58
0.3894231,0.5625,0.09615385,0.1274038,7
0.7764423,0.5,0.1490385,0.09134615,45
0.5360577,0.5192308,0.08413462,0.1033654,60
0.3317308,0.9206731,0.1177885,0.2043269,38
0.3365385,0.6730769,0.1201923,0.1298077,15
0.7548077,0.4086539,0.1466346,0.1081731,52
0.71875,0.5024039,0.1346154,0.125,5
0.09615385,0.3966346,0.1875,0.1274038,33
0.5120192,0.4639423,0.08173077,0.08413462,60
0.3293269,0.6538461,0.1153846,0.1538462,15
0.4182692,0.2235577,0.0889423,0.1754808,44
0.65625,0.7163461,0.1177885,0.1754808,41
0.8798077,0.6995192,0.1802885,0.1370192,34
0.4879808,0.7427884,0.08653846,0.1802885,42
0.4519231,0.1322115,0.08653846,0.1899038,19
0.4543269,0.08173077,0.08173077,0.2043269,39
0.1129808,0.6466346,0.1826923,0.1346154,27
0.4423077,0.2379808,0.08413462,0.1754808,44
0.4110577,0.9206731,0.09375,0.21875,38
0.7572116,0.3942308,0.1418269,0.1057692,52
0.9182692,0.6274039,0.1899038,0.1298077,29
0.6105769,0.28125,0.1057692,0.1658654,40
0.7716346,0.4591346,0.1442308,0.08173077,45
0.06971154,0.5576923,0.1947115,0.09615385,30
0.1730769,0.4783654,0.1634615,0.1033654,10
0.9471154,0.5432692,0.1947115,0.09134615,25
0.6610577,0.5528846,0.1201923,0.09375,9
0.4350961,0.9038461,0.09375,0.1899038,18
0.7956731,0.8293269,0.1538462,0.1658654,21
0.2860577,0.8629808,0.1322115,0.1850962,26
0.5384616,0.2692308,0.07692308,0.1730769,59
0.4975961,0.7692308,0.07932692,0.1586538,42
0.1754808,0.75,0.1658654,0.15625,35
0.1322115,0.6274039,0.1706731,0.1370192,7
0.5649039,0.2860577,0.09134615,0.1538462,0
0.8629808,0.2451923,0.1754808,0.1586538,23
0.3341346,0.3125,0.1153846,0.1610577,51
0.6610577,0.9206731,0.1177885,0.1947115,36
0.1754808,0.7091346,0.1586538,0.1634615,15
0.2692308,0.34375,0.1322115,0.1466346,48
0.2019231,0.7716346,0.15625,0.1947115,15
0.8269231,0.71875,0.1658654,0.15625,14
0.3149039,0.6658654,0.1274038,0.1370192,55
0.6370192,0.2788461,0.1129808,0.1490385,57
0.6442308,0.1153846,0.1105769,0.1802885,20
0.5480769,0.5504808,0.08413462,0.1153846,60
0.2644231,0.6778846,0.1346154,0.1370192,15
0.2427885,0.4543269,0.1394231,0.09615385,53
0.3942308,0.2596154,0.0985577,0.1778846,4
0.2475962,0.59375,0.1394231,0.1057692,47
0.53125,0.2884615,0.07932692,0.1682692,19
0.6394231,0.8509616,0.1129808,0.2019231,16
